날짜,지점,강수량(mm)
2019-04-15,100,
2019-04-16,100,
2019-04-17,100,
2019-04-18,100,
2019-04-19,100,0
2019-04-20,100,
2019-04-21,100,0
2019-04-22,100,
2019-04-23,100,0
2019-04-24,100,5.3
2019-04-25,100,6.4
2019-04-26,100,12.5
2019-04-27,100,0
2019-04-28,100,0
2019-04-29,100,1.7
2019-04-30,100,
2019-05-01,100,
2019-05-02,100,
2019-05-03,100,
2019-05-04,100,
2019-05-05,100,
2019-05-06,100,0
2019-05-07,100,
2019-05-08,100,
2019-05-09,100,
2019-05-10,100,
2019-05-11,100,
2019-05-12,100,1.5
2019-05-13,100,0.1
2019-05-14,100,
2019-05-15,100,
2019-05-16,100,
2019-05-17,100,
2019-05-18,100,0
2019-05-19,100,1.4
2019-05-20,100,0.6
2019-05-21,100,
2019-05-22,100,
2019-05-23,100,
2019-05-24,100,
2019-05-25,100,
2019-05-26,100,
2019-05-27,100,2
2019-05-28,100,0
2019-05-29,100,
2019-05-30,100,0
2019-05-31,100,
2019-06-01,100,
2019-06-02,100,
2019-06-03,100,
2019-06-04,100,
2019-06-05,100,
2019-06-06,100,14.3
2019-06-07,100,93.9
2019-06-08,100,
2019-06-09,100,2.9
2019-06-10,100,5.5
2019-06-11,100,1.1
2019-06-12,100,
2019-06-13,100,
2019-06-14,100,4.8
2019-06-15,100,21.6
2019-06-16,100,11.1
2019-06-17,100,
2019-06-18,100,8.2
2019-06-19,100,0.1
2019-06-20,100,
2019-06-21,100,1
2019-06-22,100,
2019-06-23,100,0.2
2019-06-24,100,
2019-06-25,100,
2019-06-26,100,2
2019-06-27,100,0.6
2019-06-28,100,
2019-06-29,100,1.2
2019-06-30,100,
2019-07-01,100,
2019-07-02,100,
2019-07-03,100,3
2019-07-04,100,
2019-07-05,100,
2019-07-06,100,0.7
2019-07-07,100,3.5
2019-07-08,100,7.3
2019-07-09,100,1.9
2019-07-10,100,29.6
2019-07-11,100,62
2019-07-12,100,0
2019-07-13,100,
2019-07-14,100,0
2019-07-15,100,2.2
2019-07-16,100,0
2019-07-17,100,1.1
2019-07-18,100,
2019-07-19,100,6.3
2019-07-20,100,12.1
2019-07-21,100,12.2
2019-07-22,100,
2019-07-23,100,
2019-07-24,100,0
2019-07-25,100,1.7
2019-07-26,100,30.3
2019-07-27,100,2.4
2019-07-28,100,6.9
2019-07-29,100,0
2019-07-30,100,
2019-07-31,100,0.6
2019-08-01,100,1.1
2019-08-02,100,0.5
2019-08-03,100,0.2
2019-08-04,100,
2019-08-05,100,
2019-08-06,100,2.9
2019-08-07,100,102.3
2019-08-08,100,2.4
2019-08-09,100,0
2019-08-10,100,
2019-08-11,100,0.2
2019-08-12,100,0
2019-08-13,100,
2019-08-14,100,3.1
2019-08-15,100,87.2
2019-08-16,100,1.1
2019-08-17,100,0.8
2019-08-18,100,
2019-08-19,100,
2019-08-20,100,
2019-08-21,100,1.5
2019-08-22,100,0
2019-08-23,100,
2019-08-24,100,
2019-08-25,100,
2019-08-26,100,
2019-08-27,100,2.2
2019-08-28,100,0
2019-08-29,100,0.3
2019-08-30,100,0
2019-08-31,100,
2019-09-01,100,
2019-09-02,100,
2019-09-03,100,20.1
2019-09-04,100,6.8
2019-09-05,100,23.4
2019-09-06,100,2.8
2019-09-07,100,4.5
2019-09-08,100,0
2019-09-09,100,0
2019-09-10,100,3.8
2019-09-11,100,30.9
2019-09-12,100,0.9
2019-09-13,100,
2019-09-14,100,0
2019-09-15,100,7
2019-09-16,100,
2019-09-17,100,
2019-09-18,100,
2019-09-19,100,0
2019-09-20,100,
2019-09-21,100,25.5
2019-09-22,100,118
2019-09-23,100,7.8
2019-09-24,100,
2019-09-25,100,
2019-09-26,100,
2019-09-27,100,
2019-09-28,100,
2019-09-29,100,
2019-09-30,100,
2019-10-01,100,
2019-10-02,100,55.1
2019-10-03,100,107.1
2019-10-04,100,
2019-10-05,100,4
2019-10-06,100,
2019-10-07,100,0
2019-10-08,100,
2019-10-09,100,
2019-10-10,100,
2019-10-11,100,0.2
2019-10-12,100,0.5
2019-10-13,100,0
2019-10-14,100,5.1
2019-10-15,100,3.3
2019-10-16,100,
2019-10-17,100,
2019-10-18,100,1.2
2019-10-19,100,
2019-10-20,100,
2019-10-21,100,
2019-10-22,100,
2019-10-23,100,0.2
2019-10-24,100,0
2019-10-25,100,0
2019-10-26,100,0.1
2019-10-27,100,
2019-10-28,100,
2019-10-29,100,0.1
2019-10-30,100,
2019-10-31,100,
2019-11-01,100,
2019-11-02,100,
2019-11-03,100,19.5
2019-11-04,100,0.1
2019-11-05,100,
2019-11-06,100,
2019-11-07,100,
2019-11-08,100,
2019-11-09,100,0
2019-11-10,100,0.2
2019-11-11,100,
2019-11-12,100,
2019-11-13,100,3.3
2019-11-14,100,
2019-11-15,100,4
2019-11-16,100,
2019-11-17,100,14.2
2019-11-18,100,23.4
2019-11-19,100,
2019-11-20,100,
2019-11-21,100,
2019-11-22,100,
2019-11-23,100,
2019-11-24,100,0.8
2019-11-25,100,7.4
2019-11-26,100,
2019-11-27,100,4.8
2019-11-28,100,0.7
2019-11-29,100,
2019-11-30,100,
2019-12-01,100,0
2019-12-02,100,
2019-12-03,100,
2019-12-04,100,
2019-12-05,100,
2019-12-06,100,
2019-12-07,100,
2019-12-08,100,
2019-12-09,100,
2019-12-10,100,0
2019-12-11,100,0.2
2019-12-12,100,
2019-12-13,100,
2019-12-14,100,1.6
2019-12-15,100,
2019-12-16,100,
2019-12-17,100,0
2019-12-18,100,0
2019-12-19,100,
2019-12-20,100,
2019-12-21,100,
2019-12-22,100,
2019-12-23,100,0.5
2019-12-24,100,
2019-12-25,100,
2019-12-26,100,0
2019-12-27,100,
2019-12-28,100,
2019-12-29,100,0
2019-12-30,100,0
2019-12-31,100,0.1
,,
,,
,,
,,
,,
,,
,,
