날짜,지점,강수량(mm)
2021-06-01,100,0.1
2021-06-02,100,
2021-06-03,100,17.7
2021-06-04,100,1.9
2021-06-05,100,
2021-06-06,100,
2021-06-07,100,
2021-06-08,100,0.4
2021-06-09,100,
2021-06-10,100,0
2021-06-11,100,3
2021-06-12,100,
2021-06-13,100,
2021-06-14,100,0
2021-06-15,100,9.1
2021-06-16,100,34.5
2021-06-17,100,
2021-06-18,100,0
2021-06-19,100,
2021-06-20,100,0
2021-06-21,100,0.8
2021-06-22,100,1.7
2021-06-23,100,0.1
2021-06-24,100,0
2021-06-25,100,2
2021-06-26,100,3.9
2021-06-27,100,0
2021-06-28,100,
2021-06-29,100,0
2021-06-30,100,3.4
2021-07-01,100,
2021-07-02,100,
2021-07-03,100,46.3
2021-07-04,100,37.2
2021-07-05,100,
2021-07-06,100,
2021-07-07,100,0
2021-07-08,100,2.2
2021-07-09,100,12.3
2021-07-10,100,8.5
2021-07-11,100,0
2021-07-12,100,0
2021-07-13,100,
2021-07-14,100,
2021-07-15,100,
2021-07-16,100,
2021-07-17,100,2
2021-07-18,100,1.6
2021-07-19,100,
2021-07-20,100,0
2021-07-21,100,
2021-07-22,100,
2021-07-23,100,
2021-07-24,100,
2021-07-25,100,
2021-07-26,100,
2021-07-27,100,0
2021-07-28,100,
2021-07-29,100,
2021-07-30,100,13.2
2021-07-31,100,1.5
2021-08-01,100,6
2021-08-02,100,2.7
2021-08-03,100,
2021-08-04,100,
2021-08-05,100,0
2021-08-06,100,14.6
2021-08-07,100,
2021-08-08,100,7
2021-08-09,100,33.5
2021-08-10,100,8.5
2021-08-11,100,
2021-08-12,100,
2021-08-13,100,0
2021-08-14,100,24.9
2021-08-15,100,1.6
2021-08-16,100,0
2021-08-17,100,9.8
2021-08-18,100,34.9
2021-08-19,100,0.9
2021-08-20,100,0.1
2021-08-21,100,10.8
2021-08-22,100,0
2021-08-23,100,5.9
2021-08-24,100,15
2021-08-25,100,3.3
2021-08-26,100,
2021-08-27,100,0.6
2021-08-28,100,
2021-08-29,100,2.6
2021-08-30,100,
2021-08-31,100,34.5
2021-09-01,100,69
2021-09-02,100,0.1
2021-09-03,100,
2021-09-04,100,0.8
2021-09-05,100,0.1
2021-09-06,100,0.8
2021-09-07,100,22.5
2021-09-08,100,1.2
2021-09-09,100,
2021-09-10,100,
2021-09-11,100,
2021-09-12,100,
2021-09-13,100,
2021-09-14,100,0
2021-09-15,100,1.1
2021-09-16,100,0.2
2021-09-17,100,9.9
2021-09-18,100,0.6
2021-09-19,100,
2021-09-20,100,
2021-09-21,100,9.8
2021-09-22,100,7
2021-09-23,100,
2021-09-24,100,7.2
2021-09-25,100,6.8
2021-09-26,100,1.1
2021-09-27,100,0.5
2021-09-28,100,
2021-09-29,100,14.9
2021-09-30,100,0.3
2021-10-01,100,
2021-10-02,100,3.9
2021-10-03,100,
2021-10-04,100,
2021-10-05,100,0.6
2021-10-06,100,8.2
2021-10-07,100,2.4
2021-10-08,100,6
2021-10-09,100,4.5
2021-10-10,100,2.3
2021-10-11,100,6.9
2021-10-12,100,2.4
2021-10-13,100,0
2021-10-14,100,
2021-10-15,100,18.1
2021-10-16,100,9
2021-10-17,100,
2021-10-18,100,
2021-10-19,100,0.2
2021-10-20,100,0
2021-10-21,100,
2021-10-22,100,0
2021-10-23,100,
2021-10-24,100,
2021-10-25,100,
2021-10-26,100,
2021-10-27,100,0.7
2021-10-28,100,
2021-10-29,100,
2021-10-30,100,
2021-10-31,100,
2021-11-01,100,
2021-11-02,100,0.1
2021-11-03,100,1.5
2021-11-04,100,
2021-11-05,100,
2021-11-06,100,
2021-11-07,100,0
2021-11-08,100,14.3
2021-11-09,100,2
2021-11-10,100,0
2021-11-11,100,
2021-11-12,100,
2021-11-13,100,
2021-11-14,100,
2021-11-15,100,
2021-11-16,100,
2021-11-17,100,
2021-11-18,100,
2021-11-19,100,
2021-11-20,100,
2021-11-21,100,
2021-11-22,100,0.7
2021-11-23,100,
2021-11-24,100,
2021-11-25,100,
2021-11-26,100,
2021-11-27,100,
2021-11-28,100,
2021-11-29,100,
2021-11-30,100,14
2021-12-01,100,
2021-12-02,100,0
2021-12-03,100,
2021-12-04,100,
2021-12-05,100,
2021-12-06,100,
2021-12-07,100,6.2
2021-12-08,100,
2021-12-09,100,
2021-12-10,100,0
2021-12-11,100,
2021-12-12,100,
2021-12-13,100,
2021-12-14,100,
2021-12-15,100,0.1
2021-12-16,100,
2021-12-17,100,
2021-12-18,100,
2021-12-19,100,0
2021-12-20,100,0.1
2021-12-21,100,
2021-12-22,100,
2021-12-23,100,
2021-12-24,100,0
2021-12-25,100,0
2021-12-26,100,
2021-12-27,100,
2021-12-28,100,
2021-12-29,100,0
2021-12-30,100,0
2021-12-31,100,
,,
,,
,,
,,
,,
,,
,,
