날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
2020-03-19,247,7.8,2.8,14.2
2020-03-20,247,8.1,-1.1,16.5
2020-03-21,247,12.6,0.4,24.2
2020-03-22,247,13.4,5.5,21.9
2020-03-23,247,8.9,0,17.6
2020-03-24,247,10.1,0.3,19.5
2020-03-25,247,12.5,3.2,21.2
2020-03-26,247,12.1,9,14.7
2020-03-27,247,10.6,4.1,15.2
2020-03-28,247,6,1.7,10.9
2020-03-29,247,7.6,-1.5,16.2
2020-03-30,247,11.4,6.1,18.5
2020-03-31,247,12,3.1,20.9
2020-04-01,247,9.6,2.2,18.3
2020-04-02,247,8.3,-0.4,17.9
2020-04-03,247,8.8,0.4,18.5
2020-04-04,247,6.5,-0.6,18.5
2020-04-05,247,5.5,-2.2,15.2
2020-04-06,247,8,-2.7,18.4
2020-04-07,247,10.9,1,20.1
2020-04-08,247,8.6,2.3,16.6
2020-04-09,247,7.7,-0.7,15.6
2020-04-10,247,9.9,5.6,15
2020-04-11,247,7.6,5.8,11.1
2020-04-12,247,7.5,3.8,12.3
2020-04-13,247,8.1,1.7,15.9
2020-04-14,247,10.9,0.2,21.8
2020-04-15,247,11.4,2.5,20.5
2020-04-16,247,13.3,2.2,23
2020-04-17,247,11.9,9,16.4
2020-04-18,247,12.2,8.7,18.7
2020-04-19,247,10.6,8.4,14.1
2020-04-20,247,10.7,6.3,17
2020-04-21,247,8.6,4.9,14.5
2020-04-22,247,6.5,1.2,11.9
2020-04-23,247,7.9,2.1,13.7
2020-04-24,247,8.5,-0.3,16.3
2020-04-25,247,13,1.5,22.7
2020-04-26,247,11.8,5.4,18.7
2020-04-27,247,10.5,3,18.5
2020-04-28,247,11.6,2.2,20.7
2020-04-29,247,14.1,4,24
2020-04-30,247,16.9,4.6,26.5
2020-05-01,247,21.4,16.3,28.7
2020-05-02,247,20,15.9,25.5
2020-05-03,247,17.6,15.7,20.9
2020-05-04,247,19.1,14,26
2020-05-05,247,17.1,11.7,22.2
2020-05-06,247,21,11.8,29.3
2020-05-07,247,19.3,14.8,25
2020-05-08,247,17.7,8.5,22.9
2020-05-09,247,17.9,13.9,21.2
2020-05-10,247,14.3,10.9,18.7
2020-05-11,247,16.9,9.3,25.8
2020-05-12,247,16.6,9.4,22.2
2020-05-13,247,15,6.5,23.3
2020-05-14,247,18.6,9.3,26.7
2020-05-15,247,16.3,14.8,20
2020-05-16,247,19.4,15.4,25.2
2020-05-17,247,21.7,17.3,29
2020-05-18,247,18.7,13.5,25.8
2020-05-19,247,13.4,11.7,15.8
2020-05-20,247,15.7,10.5,21.7
2020-05-21,247,17.4,10.6,24.1
2020-05-22,247,18.7,12.8,25.3
2020-05-23,247,19.5,11.1,26.9
2020-05-24,247,18.2,14.5,23.8
2020-05-25,247,17.9,14.3,23.3
2020-05-26,247,18.8,14.2,25.1
2020-05-27,247,19.2,14.2,25.6
2020-05-28,247,18.1,11,25.6
2020-05-29,247,20.4,11.8,28.1
2020-05-30,247,20.8,15.7,26.6
2020-05-31,247,20.4,15.6,26
2020-06-01,247,20.3,14,25.5
2020-06-02,247,20.9,11.7,28.2
2020-06-03,247,22.9,18.3,28.6
2020-06-04,247,25.5,20,32.3
2020-06-05,247,25.4,18.1,32.5
2020-06-06,247,23.2,19,30.5
2020-06-07,247,23.7,19,29.8
2020-06-08,247,24.7,18.2,32.3
2020-06-09,247,25.5,17.5,33.1
2020-06-10,247,24.9,20,33
2020-06-11,247,25.3,21.3,31.2
2020-06-12,247,25.2,21.7,31.8
2020-06-13,247,24,21.2,28.3
2020-06-14,247,22.9,19.9,25.1
2020-06-15,247,22.6,16.8,28.9
2020-06-16,247,23,15.5,29.5
2020-06-17,247,22.2,17.9,27.5
2020-06-18,247,18.5,16.9,19.5
2020-06-19,247,22.7,17.4,28.8
2020-06-20,247,22.9,18,28.5
2020-06-21,247,24.9,18.9,31.1
2020-06-22,247,24.8,18.9,31.9
2020-06-23,247,24.9,19,31.7
2020-06-24,247,22.5,20.5,25.2
2020-06-25,247,22.2,20.5,23.9
2020-06-26,247,22.5,19,28.1
2020-06-27,247,23.7,18.6,30.5
2020-06-28,247,24.8,19,30.5
2020-06-29,247,21.4,18.7,25.8
2020-06-30,247,20.6,18.1,23.3
2020-07-01,247,21.2,17.4,26.6
2020-07-02,247,22.1,16.6,26.8
2020-07-03,247,20.2,17.7,21.7
2020-07-04,247,20.2,18.3,22.9
2020-07-05,247,22.3,19.4,26.6
2020-07-06,247,22.5,19.2,25.5
2020-07-07,247,25.2,20.9,30.8
2020-07-08,247,25.1,21.2,30.3
2020-07-09,247,24.9,20.3,29.4
2020-07-10,247,25.6,21.5,30.5
2020-07-11,247,25.4,22.6,29.2
2020-07-12,247,21.6,19.6,24.4
2020-07-13,247,19.5,18.2,21.8
2020-07-14,247,20.1,18.8,22.6
2020-07-15,247,19.8,18.3,22.2
2020-07-16,247,23.4,19,29.5
2020-07-17,247,24.1,19.3,30.6
2020-07-18,247,23.4,20.6,27
2020-07-19,247,26.1,21.8,29.6
2020-07-20,247,25.7,22.6,29
2020-07-21,247,25.3,22,29.6
2020-07-22,247,23.1,22,24.5
2020-07-23,247,22.5,21.4,24.1
2020-07-24,247,20.9,19.9,23.7
2020-07-25,247,22.3,19.8,26.1
2020-07-26,247,23.8,21,29.4
2020-07-27,247,23.1,20.6,26.4
2020-07-28,247,24.6,22.4,30.5
2020-07-29,247,23.9,23.2,25.2
2020-07-30,247,25,22.9,28.8
2020-07-31,247,26.4,22.6,30.6
2020-08-01,247,26.2,23.5,30.4
2020-08-02,247,27.7,24.3,30.7
2020-08-03,247,27.7,25,31.5
2020-08-04,247,27.6,23.4,32.7
2020-08-05,247,26.7,24.3,29
2020-08-06,247,25.9,24.8,27.1
2020-08-07,247,24.2,22.9,25.6
2020-08-08,247,24.4,23,26.6
2020-08-09,247,28.2,25.3,32
2020-08-10,247,25.3,24.2,27.3
2020-08-11,247,26.9,24.2,29.9
2020-08-12,247,26.7,23.6,31.1
2020-08-13,247,28.1,23.9,32.8
2020-08-14,247,28.8,24.7,32.9
2020-08-15,247,28.1,23.8,33.9
2020-08-16,247,27.9,21.6,33.9
2020-08-17,247,27.9,23.9,33.7
2020-08-18,247,27.8,23.6,34.2
2020-08-19,247,28,22.4,34.7
2020-08-20,247,27.5,21.9,34.7
2020-08-21,247,27.3,22.3,32.9
2020-08-22,247,27.1,24.8,30.7
2020-08-23,247,27.2,23.6,32.5
2020-08-24,247,27.7,22.6,33.2
2020-08-25,247,28,22.4,33.4
2020-08-26,247,27.5,24.9,32.7
2020-08-27,247,28.5,25.8,31.8
2020-08-28,247,26.9,22.8,32.3
2020-08-29,247,25.9,24.5,30.4
2020-08-30,247,26.9,23.4,32.4
2020-08-31,247,27.2,24.5,31.5
2020-09-01,247,26.5,22.5,31.4
2020-09-02,247,25.5,23.5,28.4
2020-09-03,247,23.2,18.8,27.5
2020-09-04,247,22.4,16.8,29.1
2020-09-05,247,21.1,19.1,24.5
2020-09-06,247,20.5,18.3,23.5
2020-09-07,247,19.7,17.3,21.8
2020-09-08,247,22.9,19.9,28.2
2020-09-09,247,21,18.6,26.1
2020-09-10,247,21.5,18.2,27.6
2020-09-11,247,20.6,18.7,22.7
2020-09-12,247,21.4,18.7,24.9
2020-09-13,247,19.5,17.4,23.1
2020-09-14,247,21.1,17.3,26.9
2020-09-15,247,22.3,16.9,28.8
2020-09-16,247,22.1,19.2,25.6
2020-09-17,247,20.6,18.1,23.8
2020-09-18,247,18.3,13.4,24.1
2020-09-19,247,17.8,11.6,25.2
2020-09-20,247,17.6,11.9,25.3
2020-09-21,247,17.2,10.7,24.4
2020-09-22,247,18.3,14.7,22.8
2020-09-23,247,19.1,14.5,22.6
2020-09-24,247,20.6,17.7,25.5
2020-09-25,247,19.7,13.1,25.7
2020-09-26,247,19.9,14.9,26
2020-09-27,247,19.9,15.5,25.5
2020-09-28,247,18.2,12.2,25.2
2020-09-29,247,17.1,10.2,25.3
2020-09-30,247,18.2,12.2,25.1
2020-10-01,247,19.8,14.1,25.7
2020-10-02,247,19.8,14.5,25.5
2020-10-03,247,19.6,15.9,25.9
2020-10-04,247,17.2,13.7,20.5
2020-10-05,247,13.9,7.6,19.6
2020-10-06,247,14,7.7,21
2020-10-07,247,16.6,10,22.8
2020-10-08,247,17.9,14.9,22.1
2020-10-09,247,18.3,14.6,22.4
2020-10-10,247,17.6,11.8,23.7
2020-10-11,247,17.5,12.3,23.5
2020-10-12,247,16.9,13.2,22.9
2020-10-13,247,12.7,8,18.8
2020-10-14,247,12.4,6.9,18.9
2020-10-15,247,12.9,7.9,20.6
2020-10-16,247,11,5.8,15.9
2020-10-17,247,12.3,5.8,20.5
2020-10-18,247,12.2,5.6,21.5
2020-10-19,247,12.2,4.6,22
2020-10-20,247,12.7,4.9,22.9
2020-10-21,247,12.5,8.6,16.3
2020-10-22,247,12.9,8,18.4
2020-10-23,247,9.2,4.3,15.2
2020-10-24,247,9.1,3.1,15.5
2020-10-25,247,11.2,4.4,19.3
2020-10-26,247,11.3,3.4,20.9
2020-10-27,247,11.7,4.5,21.4
2020-10-28,247,13.4,8.1,21
2020-10-29,247,9.8,2.3,19.2
2020-10-30,247,10.4,2.2,20
2020-10-31,247,10.6,4.4,18.4
2020-11-01,247,10.6,7.6,11.7
2020-11-02,247,11.1,3.7,17.2
2020-11-03,247,5.9,0.7,10.8
2020-11-04,247,4.4,-1.2,12.4
2020-11-05,247,7.1,-2.6,17
2020-11-06,247,9.9,7.9,12.1
2020-11-07,247,11.7,5.9,20.9
2020-11-08,247,7.8,1.9,16.8
2020-11-09,247,5.6,-1.3,12.4
2020-11-10,247,7,1.2,14.3
2020-11-11,247,7.1,-1,17.6
2020-11-12,247,7.8,-0.3,18.5
2020-11-13,247,9,0.2,19.9
2020-11-14,247,10.1,2.7,19.5
2020-11-15,247,10.7,5.1,18.7
2020-11-16,247,12,4.3,21.4
2020-11-17,247,15.7,12.2,21
2020-11-18,247,18.3,13.2,22.7
2020-11-19,247,17.4,11.2,22
2020-11-20,247,7.7,5.5,11.3
2020-11-21,247,7.7,-0.3,15.5
2020-11-22,247,8.2,4.9,10.2
2020-11-23,247,4.2,0.2,8.9
2020-11-24,247,4.5,0,12.1
2020-11-25,247,4.5,-1.8,12.5
2020-11-26,247,7.1,1.5,13.4
2020-11-27,247,5.6,2.7,9.3
2020-11-28,247,2.9,0.7,5.9
2020-11-29,247,2.4,-0.5,7.3
2020-11-30,247,1.7,-2.3,8.3
2020-12-01,247,1.5,-4.9,10.7
2020-12-02,247,1.9,-3.5,10.6
2020-12-03,247,1.6,-3.6,7.9
2020-12-04,247,0.1,-5.1,7.2
2020-12-05,247,1.5,-5.2,8.9
2020-12-06,247,2.3,-3.3,10.2
2020-12-07,247,2.8,-2.7,8.5
2020-12-08,247,0.7,-3.8,6.9
2020-12-09,247,0.9,-6.6,9.2
2020-12-10,247,4.4,0.9,10.8
2020-12-11,247,4.6,-0.5,11.1
2020-12-12,247,4.2,-1.8,9.7
2020-12-13,247,1.3,-3.1,10.3
2020-12-14,247,-3.7,-7.8,-0.4
2020-12-15,247,-5.4,-9.2,-0.2
2020-12-16,247,-5,-8.3,-0.6
2020-12-17,247,-4,-10.2,3.4
2020-12-18,247,-1.3,-6.4,5.4
2020-12-19,247,-3,-6.3,1.9
2020-12-20,247,-2.2,-7.2,4.3
2020-12-21,247,-0.5,-6.9,6.3
2020-12-22,247,-0.7,-5.5,6
2020-12-23,247,0.7,-4.9,8.3
2020-12-24,247,2.6,-2.3,9.6
2020-12-25,247,-0.1,-4.3,4.8
2020-12-26,247,0.9,-5.1,7.7
2020-12-27,247,2.6,-0.2,6.7
2020-12-28,247,1.8,-1,9.3
2020-12-29,247,0.7,-2,8.7
2020-12-30,247,-7,-10,-1.7
2020-12-31,247,-5.8,-12.3,-1.7
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
